campus,entity,meii_burden,gap_risk,mean_burden_rank,median_burden_rank,n_wos,r_L1,r_L2,r_L3,r_L4x,r_L5r,meii_b_obs_wo,meii_b_floor_wo,meii_b_sig_wo,gap_obs_wo,gap_floor_wo,gap_sig_wo,meii_b_obs_year_block,meii_b_floor_year_block,meii_b_sig_year_block,gap_obs_year_block,gap_floor_year_block,gap_sig_year_block,topk_burden_count,profile
8,G20,0.314948596160961,0.0294117647058823,0.8235294117647058,0.9705882352941176,450,1.0,0.9411764705882352,0.3529411764705882,1.0,1.0,0.314948596160961,0.033961780540566235,True,0.02941176470588236,0.05882352941176472,False,0.314948596160961,0.08823529411764708,True,0.02941176470588236,0.05882352941176472,False,3,unstable_aligned
8,G30,0.0759408499256356,0.4411764705882353,0.1470588235294117,0.1470588235294117,119,0.1764705882352941,0.1176470588235294,0.0588235294117647,0.2352941176470588,0.5882352941176471,0.07594084992563563,0.05631924163272577,True,0.4411764705882353,0.6176470588235293,False,0.07594084992563563,0.05631924163272577,True,0.4411764705882353,0.676470588235294,False,0,unstable_divergent
8,G40,0.0831890330807703,0.1470588235294117,0.2941176470588235,0.3235294117647059,261,0.3529411764705882,0.2941176470588235,0.1764705882352941,0.3529411764705882,0.4705882352941176,0.0831890330807703,0.048029210642807414,True,0.14705882352941174,0.3235294117647059,False,0.0831890330807703,0.03396178054056623,True,0.14705882352941174,0.411764705882353,False,0,unstable_aligned
9,B20,0.0,0.0714285714285714,0.3571428571428571,0.3571428571428571,2428,0.3571428571428571,0.3571428571428571,0.3571428571428571,0.3571428571428571,0.4285714285714285,0.0,0.0,False,0.0714285714285714,0.14285714285714285,False,0.0,0.0,False,0.0714285714285714,0.2857142857142857,False,0,stable_aligned
9,B30,0.0357142857142857,0.1428571428571428,0.4464285714285714,0.4285714285714285,2527,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.5,0.2857142857142857,0.035714285714285726,0.035714285714285726,False,0.14285714285714285,0.2857142857142857,False,0.035714285714285726,0.035714285714285726,False,0.14285714285714285,0.3571428571428571,False,0,stable_aligned
9,C10,0.0683876505540241,0.4642857142857143,0.5892857142857143,0.6071428571428572,8295,0.5,0.5714285714285714,0.6428571428571429,0.6428571428571429,0.1428571428571428,0.06838765055402418,0.10101525445522111,False,0.46428571428571436,0.5,False,0.06838765055402418,0.08987898137227081,False,0.46428571428571436,0.6071428571428572,False,0,stable_divergent
9,C20,0.0357142857142857,0.5,0.1607142857142857,0.1428571428571428,336,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.2142857142857142,0.6428571428571429,0.03571428571428571,0.04123930494211612,False,0.5,0.6428571428571428,False,0.03571428571428571,0.04123930494211612,False,0.5,0.6428571428571428,False,0,stable_divergent
9,C30,0.1071428571428571,0.5,0.6964285714285714,0.7142857142857143,4846,0.6428571428571429,0.7857142857142857,0.5714285714285714,0.7857142857142857,0.2142857142857142,0.10714285714285714,0.06838765055402413,True,0.5,0.5714285714285714,False,0.10714285714285714,0.06838765055402411,True,0.5,0.5714285714285714,False,0,unstable_divergent
9,D20,0.0714285714285714,0.3571428571428571,0.8214285714285714,0.8571428571428571,29269,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.5,0.0714285714285714,0.07142857142857145,False,0.3571428571428571,0.42857142857142855,False,0.0714285714285714,0.07142857142857145,False,0.3571428571428571,0.42857142857142855,False,3,stable_aligned
9,D30,0.0,0.0,1.0,1.0,50024,1.0,1.0,1.0,1.0,1.0,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,4,stable_aligned
9,D40,0.101015254455221,0.6785714285714286,0.7142857142857142,0.75,11655,0.7857142857142857,0.7142857142857143,0.7857142857142857,0.5714285714285714,0.0714285714285714,0.10101525445522108,0.07142857142857145,True,0.6785714285714286,0.6785714285714286,False,0.10101525445522108,0.07142857142857145,True,0.6785714285714286,0.6785714285714286,False,0,unstable_divergent
9,D50,0.0357142857142857,0.0,0.9107142857142856,0.9285714285714286,47360,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.9285714285714286,0.035714285714285754,0.0357142857142857,True,0.0,0.07142857142857151,False,0.035714285714285754,0.0357142857142857,True,0.0,0.2142857142857143,False,4,unstable_aligned
9,D90,0.1219875091185666,0.1785714285714285,0.5535714285714285,0.5357142857142857,9338,0.5714285714285714,0.5,0.7142857142857143,0.4285714285714285,0.3571428571428571,0.12198750911856666,0.06838765055402417,True,0.17857142857142855,0.39285714285714285,False,0.12198750911856666,0.0685396965977514,True,0.17857142857142855,0.3571428571428571,False,0,unstable_aligned
9,E10,0.1785714285714285,0.1785714285714285,0.6964285714285714,0.6785714285714286,4423,0.7142857142857143,0.6428571428571429,0.5,0.9285714285714286,0.8571428571428571,0.17857142857142858,0.05832118435198045,True,0.1785714285714285,0.25,False,0.17857142857142858,0.07142857142857144,True,0.1785714285714285,0.3928571428571429,False,1,unstable_aligned
9,E20,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,1546,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.0,0.0,False,0.2857142857142857,0.2857142857142857,False,0.0,0.0,False,0.2857142857142857,0.3571428571428572,False,0,stable_aligned
9,F10,0.0357142857142857,0.7142857142857143,0.0892857142857142,0.0714285714285714,288,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.1428571428571428,0.7857142857142857,0.03571428571428571,0.041239304942116126,False,0.7142857142857143,0.7142857142857143,False,0.03571428571428571,0.041239304942116126,False,0.7142857142857143,0.7857142857142857,False,0,stable_divergent
